date,us_aqi,us_aqi_max,us_aqi_std,pm2_5,pm10,co,no2,o3,aqi,day_of_week,month,is_weekend,aqi_lag_1d,aqi_lag_3d,aqi_lag_7d,aqi_rolling_3d,aqi_rolling_7d,pm25_rolling_7d,pm10_rolling_7d,co_rolling_7d,aqi_change_1d,aqi_change_3d
2025-12-20,221.67916666666667,231.6,5.6980529982630435,146.3675,214.10875,439.24083333333334,0.7516666666666666,130.97791666666666,221.67916666666667,5,12,1,257.1125,247.95416666666665,70.20416666666667,243.65277777777774,219.70119047619048,147.83059523809524,230.6360714285714,481.935119047619,-35.43333333333334,-26.274999999999977
2025-12-21,115.10416666666667,211.6,75.72590435630143,57.965833333333336,75.8125,244.39958333333334,0.20375,109.48166666666667,115.10416666666667,6,12,1,221.67916666666667,252.16666666666666,69.0,197.9652777777778,226.2875,153.3947619047619,237.04619047619047,497.9157738095238,-106.575,-137.0625
2025-12-22,40.108333333333334,58.9,13.625644513409162,7.9375,23.06958333333333,140.13833333333335,0.3629166666666667,110.75791666666667,40.108333333333334,0,12,0,115.10416666666667,257.1125,207.48333333333335,125.63055555555555,202.37678571428572,135.9790476190476,207.13875,451.3531547619047,-74.99583333333334,-217.00416666666666
2025-12-23,162.61249999999998,218.6,46.06860963257151,83.65625,137.26833333333335,408.8666666666666,1.9170833333333333,122.58416666666666,162.61249999999998,1,12,0,40.108333333333334,221.67916666666667,282.5125,105.94166666666665,185.24821428571428,118.29482142857144,179.33005952380952,413.04625,122.50416666666665,-59.06666666666669
2025-12-24,140.53333333333333,161.4,17.75041130366491,53.312083333333334,97.41916666666667,310.1695833333333,1.32125,123.82083333333333,140.53333333333333,2,12,0,162.61249999999998,115.10416666666667,247.95416666666665,114.41805555555554,169.90238095238095,101.21333333333334,154.71738095238092,381.2855952380952,-22.07916666666665,25.42916666666666
2025-12-25,129.63750000000002,149.7,12.853245656760917,47.13083333333333,79.09041666666667,283.89916666666664,0.7933333333333333,129.65041666666667,129.63750000000002,3,12,0,140.53333333333333,40.108333333333334,252.16666666666666,144.2611111111111,152.39821428571432,82.64291666666668,128.91559523809522,346.5101785714286,-10.895833333333314,89.52916666666668
2025-12-26,76.58749999999999,103.7,9.634869304860299,22.7975,36.464166666666664,161.01125,0.18916666666666668,106.53916666666667,76.58749999999999,4,12,0,129.63750000000002,162.61249999999998,257.1125,115.5861111111111,126.60892857142858,59.881071428571424,94.74755952380951,283.9607738095238,-53.050000000000026,-86.02499999999999
2025-12-27,130.36249999999998,162.6,38.007457077240254,51.80583333333333,86.19125000000001,256.38416666666666,0.7633333333333333,122.94583333333333,130.36249999999998,5,12,1,76.58749999999999,140.53333333333333,221.67916666666667,112.19583333333333,113.56369047619047,46.3722619047619,76.47363095238094,257.8383928571428,53.77499999999999,-10.170833333333348
2025-12-28,169.67499999999998,177.6,6.4699472479537645,82.13291666666667,162.035,329.40458333333333,1.14375,135.48083333333332,169.67499999999998,6,12,1,130.36249999999998,129.63750000000002,115.10416666666667,125.54166666666663,121.35952380952381,49.82470238095238,88.79113095238094,269.98196428571424,39.3125,40.037499999999966
2025-12-29,176.01250000000002,183.2,4.192364954657874,91.18916666666667,159.85333333333332,336.09166666666664,0.8729166666666667,137.59083333333334,176.01250000000002,0,12,0,169.67499999999998,76.58749999999999,40.108333333333334,158.6833333333333,140.77440476190478,61.71779761904762,108.33166666666666,297.9752976190476,6.337500000000034,99.42500000000003
2025-12-30,133.83333333333334,169.4,34.14358004033868,54.10166666666667,76.32916666666667,220.00166666666667,0.16625,122.15791666666667,133.83333333333334,1,12,0,176.01250000000002,130.36249999999998,162.61249999999998,159.84027777777774,136.66309523809525,57.49571428571429,99.62607142857142,270.9945833333333,-42.179166666666674,3.47083333333336
2025-12-31,53.34583333333333,70.7,5.751822332524501,10.648333333333333,26.592083333333335,126.19541666666667,0.18041666666666667,99.50083333333333,53.34583333333333,2,12,0,133.83333333333334,169.67499999999998,140.53333333333333,121.06388888888888,124.2077380952381,51.40089285714286,89.50791666666666,244.71255952380952,-80.48750000000001,-116.32916666666665
2026-01-01,57.46666666666667,63.0,4.627598369204774,12.568333333333333,57.25,124.895,0.2816666666666667,104.33,57.46666666666667,3,1,0,53.34583333333333,176.01250000000002,129.63750000000002,81.5486111111111,113.89761904761905,46.463392857142864,86.38785714285713,221.9976785714286,4.120833333333337,-118.54583333333335
2026-01-02,149.1888888888889,153.8,3.4148273384805194,55.556666666666665,103.26555555555555,292.2555555555556,1.0544444444444445,128.99222222222224,149.1888888888889,4,1,0,57.46666666666667,133.83333333333334,76.58749999999999,86.66712962962963,124.26924603174602,51.14327380952381,95.93091269841268,240.74686507936508,91.72222222222223,15.355555555555554
2026-01-03,149.67499999999998,155.6,10.087411440266404,57.47291666666666,101.44458333333334,315.25916666666666,0.8783333333333334,133.36916666666667,149.67499999999998,5,1,1,149.1888888888889,53.34583333333333,130.36249999999998,118.77685185185184,127.0281746031746,51.95285714285715,98.10996031746029,249.15757936507936,0.48611111111108585,96.32916666666665
2026-01-04,99.84583333333335,123.8,15.933693563631444,34.276666666666664,58.68833333333333,215.93458333333334,0.4154166666666667,121.43208333333332,99.84583333333335,6,1,1,149.67499999999998,57.46666666666667,169.67499999999998,132.9032407407407,117.05257936507938,45.116249999999994,83.34615079365078,232.9475793650794,-49.82916666666664,42.37916666666668
2026-01-05,132.04583333333332,160.1,30.004390681114128,51.26208333333333,102.31583333333333,270.3020833333333,0.9166666666666666,133.4025,132.04583333333332,0,1,0,99.84583333333335,149.1888888888889,176.01250000000002,127.18888888888887,110.771626984127,39.41238095238095,75.12650793650792,223.54906746031747,32.199999999999974,-17.143055555555577
2026-01-06,149.76666666666668,167.1,20.81927757729792,62.81583333333334,147.13916666666668,285.84625,1.5470833333333334,124.71208333333334,149.76666666666668,1,1,0,132.04583333333332,149.67499999999998,133.83333333333334,127.21944444444443,113.04781746031746,40.65726190476191,85.24222222222222,232.95543650793653,17.72083333333336,0.09166666666669698
2026-01-07,116.925,155.0,20.693671580419483,42.29708333333333,97.65375,230.23708333333335,1.2483333333333333,121.23666666666666,116.925,2,1,0,149.76666666666668,99.84583333333335,53.34583333333333,132.9125,122.13055555555556,45.1785119047619,95.39388888888888,247.81853174603174,-32.84166666666668,17.07916666666665
2026-01-08,101.64583333333333,120.2,8.755965875093226,35.59041666666666,74.46416666666666,238.73541666666665,1.1791666666666667,121.42125,101.64583333333333,3,1,0,116.925,132.04583333333332,57.46666666666667,122.77916666666665,128.44186507936507,48.46738095238095,97.85305555555554,264.0814484126984,-15.279166666666669,-30.39999999999999
2026-01-09,102.8875,112.6,6.379199384139728,36.20708333333334,72.06416666666667,257.0783333333333,1.3333333333333333,124.31041666666665,102.8875,4,1,0,101.64583333333333,149.76666666666668,149.1888888888889,107.15277777777777,121.82738095238095,45.70315476190477,93.39571428571426,259.05613095238095,1.2416666666666742,-46.87916666666668
2026-01-10,92.25,113.6,10.126375376257268,31.017083333333332,68.01666666666667,209.84333333333333,1.1275000000000002,128.48625,92.25,5,1,1,102.8875,116.925,149.67499999999998,98.92777777777776,113.62380952380953,41.92374999999999,88.6202976190476,243.99672619047618,-10.637500000000003,-24.674999999999997
2026-01-11,95.48333333333333,115.9,10.166982651302405,32.53541666666667,70.16916666666667,210.73958333333334,1.2249999999999999,132.04208333333335,95.48333333333333,6,1,1,92.25,101.64583333333333,99.84583333333335,96.87361111111109,113.00059523809523,41.675000000000004,90.26041666666664,243.25458333333333,3.2333333333333343,-6.162499999999994
2026-01-12,135.3375,145.8,6.964619437775718,49.44583333333333,93.24874999999999,260.46583333333336,1.3583333333333334,134.04749999999999,135.3375,0,1,0,95.48333333333333,102.8875,132.04583333333332,107.69027777777778,113.47083333333333,41.41553571428572,88.96511904761903,241.84940476190474,39.85416666666667,32.45
2026-01-13,155.24166666666667,157.7,1.8028761240974243,61.620000000000005,116.06458333333335,292.82166666666666,1.57,136.82,155.24166666666667,1,1,0,135.3375,92.25,149.76666666666668,128.6875,114.25297619047618,41.24470238095238,84.52589285714284,242.84589285714284,19.90416666666667,62.991666666666674
2026-01-14,130.175,163.8,40.27440928776312,51.111250000000005,97.38333333333333,256.98875,0.78625,116.71833333333332,130.175,2,1,0,155.24166666666667,95.48333333333333,116.925,140.2513888888889,116.14583333333334,42.50386904761905,84.4872619047619,246.66755952380953,-25.066666666666663,34.69166666666668
2026-01-15,58.90833333333333,63.6,1.7049586675257014,13.353333333333333,32.47416666666667,132.96791666666667,0.09083333333333334,97.32125,58.90833333333333,3,1,0,130.175,135.3375,101.64583333333333,114.77499999999998,110.04047619047618,39.32714285714286,78.48869047619046,231.55791666666667,-71.26666666666668,-76.42916666666667
2026-01-16,72.14999999999999,87.5,8.037033846107542,20.455416666666668,44.5325,133.79541666666668,0.13875,103.81541666666668,72.14999999999999,4,1,0,58.90833333333333,155.24166666666667,102.8875,87.07777777777777,105.64940476190476,37.076904761904764,74.55559523809522,213.94607142857143,13.24166666666666,-83.09166666666668
2026-01-17,100.14583333333333,500.0,88.04507728463852,26.092083333333335,78.33416666666666,133.15708333333333,0.19583333333333333,110.21166666666666,100.14583333333333,5,1,1,72.14999999999999,130.175,92.25,77.06805555555555,106.77738095238097,36.373333333333335,76.0295238095238,202.99089285714288,27.995833333333337,-30.029166666666683
2026-01-18,58.49583333333334,73.7,8.47294821471696,13.346666666666666,46.94625,120.45375,0.15875,109.41916666666667,58.49583333333334,6,1,1,100.14583333333333,58.90833333333333,95.48333333333333,76.93055555555554,101.49345238095238,33.632083333333334,72.71196428571427,190.09291666666667,-41.64999999999999,-0.4124999999999943
2026-01-19,70.74166666666666,75.5,3.7368804319002358,19.690416666666668,64.5575,125.01208333333334,0.14875000000000002,106.82416666666667,70.74166666666666,0,1,0,58.49583333333334,72.14999999999999,135.3375,76.46111111111111,92.26547619047618,29.381309523809527,68.61321428571428,170.74238095238093,12.245833333333323,-1.4083333333333314
2026-01-20,63.55833333333334,64.2,0.4241786607455453,15.843333333333334,48.595416666666665,124.40125,0.1075,106.1275,63.55833333333334,1,1,0,70.74166666666666,100.14583333333333,155.24166666666667,64.26527777777777,79.16785714285713,22.841785714285717,58.974761904761884,146.68232142857144,-7.183333333333323,-36.58749999999999
2026-01-21,60.975,62.9,1.5331836725953765,14.453333333333333,38.98875,119.795,0.08458333333333333,101.05541666666666,60.975,2,1,0,63.55833333333334,58.49583333333334,130.175,65.09166666666665,69.28214285714286,17.604940476190478,50.63267857142855,127.0832142857143,-2.5833333333333357,2.4791666666666643
2026-01-22,54.229166666666664,64.6,8.747843419537965,11.79625,30.711250000000003,123.41791666666667,0.1708333333333333,101.12333333333333,54.229166666666664,3,1,0,60.975,70.74166666666666,58.90833333333333,59.5875,68.61369047619047,17.3825,50.380833333333314,125.71892857142858,-6.745833333333337,-16.512499999999996
