timestamp,aqi,us_aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,source,aqi_raw,hour,day_of_week,month,is_weekend,aqi_lag_1,aqi_lag_24,aqi_lag_48,aqi_lag_72,aqi_rolling_24,pm25_rolling_24,pm10_rolling_24,co_rolling_24,aqi_change_rate
2024-05-23 20:00:00,88.3,88.3,363.83,0.0,11.65,55.07,2.26,29.11,109.79,1.3,openweather,4.0,20,3,5,0,90.4,84.2,65.6,63.4,86.35000000000001,28.07375,102.90749999999998,339.6270833333333,-0.023230088495575285
2024-05-23 21:00:00,88.9,88.9,353.81,0.0,10.02,52.93,2.41,29.46,113.02,1.5,openweather,4.0,21,3,5,0,88.3,87.2,64.9,63.6,86.42083333333333,28.112499999999997,103.07,338.3754166666667,0.00679501698754259
2024-05-23 22:00:00,88.4,88.4,337.12,0.0,8.14,51.5,2.35,29.19,113.31,1.44,openweather,4.0,22,3,5,0,88.9,88.4,65.8,64.1,86.42083333333333,28.11375,103.30666666666666,337.68,-0.0056242969628796935
2024-05-23 23:00:00,88.2,88.2,333.79,0.0,7.37,49.35,2.32,29.07,113.1,1.41,openweather,4.0,23,3,5,0,88.4,87.8,67.1,65.6,86.4375,28.12333333333333,103.61125,337.40208333333334,-0.002262443438914019
2024-05-24 00:00:00,87.5,87.5,323.77,0.0,7.03,47.21,2.24,28.67,113.81,1.09,openweather,4.0,0,4,5,0,88.2,85.5,67.7,65.7,86.52083333333333,28.167083333333334,104.06041666666668,337.2629166666667,-0.00793650793650802
2024-05-24 01:00:00,86.5,86.5,297.07,0.0,5.83,46.49,2.24,28.13,114.02,0.64,openweather,4.0,1,4,5,0,87.5,82.9,67.2,63.8,86.67083333333333,28.247083333333336,104.57708333333333,337.2629166666667,-0.011428571428571455
2024-05-24 02:00:00,86.1,86.1,277.04,0.0,4.24,47.92,2.53,27.95,113.54,0.63,openweather,4.0,2,4,5,0,86.5,81.6,67.7,62.2,86.85833333333333,28.347916666666666,105.09416666666668,337.12375000000003,-0.0046242774566475076
2024-05-24 03:00:00,85.9,85.9,263.69,0.0,3.04,51.5,2.5,27.82,111.14,0.6,openweather,4.0,3,4,5,0,86.1,81.4,68.4,61.1,87.04583333333333,28.4475,105.51333333333332,336.84541666666667,-0.0023228803716607294
2024-05-24 04:00:00,85.7,85.7,253.68,0.0,2.53,56.51,2.38,27.73,108.28,0.54,openweather,4.0,4,4,5,0,85.9,81.0,68.7,60.1,87.24166666666667,28.5525,105.84375,336.42833333333334,-0.002328288707799775
2024-05-24 05:00:00,85.5,85.5,250.34,0.0,2.29,60.08,2.29,27.64,107.01,0.47,openweather,4.0,5,4,5,0,85.7,81.0,69.3,59.5,87.42916666666667,28.655,106.13,335.87208333333336,-0.002333722287047868
2024-05-24 06:00:00,86.3,86.3,257.02,0.0,2.74,62.94,2.5,28.04,107.25,0.55,openweather,4.0,6,4,5,0,85.5,81.1,70.1,59.4,87.64583333333333,28.77125,106.41041666666666,335.31583333333333,0.009356725146198785
2024-05-24 07:00:00,87.8,87.8,280.38,0.05,4.07,65.09,2.77,28.84,108.43,0.79,openweather,4.0,7,4,5,0,86.3,81.6,70.9,59.8,87.90416666666665,28.90875,106.64,335.1766666666667,0.017381228273464666
2024-05-24 08:00:00,90.7,90.7,350.48,0.76,7.63,64.37,3.19,30.42,111.61,1.47,openweather,4.0,8,4,5,0,87.8,83.4,71.9,62.2,88.20833333333333,29.073333333333334,106.88416666666666,335.31583333333333,0.03302961275626437
2024-05-24 09:00:00,94.3,94.3,460.62,2.77,12.85,62.23,3.93,32.34,116.36,2.25,openweather,4.0,9,4,5,0,90.7,85.0,72.6,64.1,88.59583333333332,29.280416666666667,107.23875,336.9845833333333,0.03969128996692395
2024-05-24 10:00:00,97.8,97.8,514.03,3.97,14.57,67.23,4.23,34.24,118.89,2.75,openweather,4.0,10,4,5,0,94.3,85.7,72.8,65.0,89.10000000000001,29.5525,107.71999999999998,341.15708333333333,0.03711558854718988
2024-05-24 11:00:00,101.8,101.8,500.68,3.38,13.02,77.96,4.29,35.83,119.55,3.04,openweather,4.0,11,4,5,0,97.8,86.4,73.5,65.9,89.74166666666667,29.87375,108.32458333333334,346.58124999999995,0.04089979550102241
2024-05-24 12:00:00,101.5,101.5,447.27,2.57,10.45,83.68,3.61,35.69,116.65,2.53,openweather,4.0,12,4,5,0,101.8,87.2,74.2,66.9,90.33750000000002,30.17125,108.92416666666668,351.0316666666667,-0.0029469548133594925
2024-05-24 13:00:00,98.4,98.4,413.89,2.24,9.17,84.4,3.1,34.52,110.59,1.99,openweather,4.0,13,4,5,0,101.5,88.5,76.4,68.2,90.75,30.39125,109.33999999999999,353.8129166666667,-0.030541871921182184
2024-05-24 14:00:00,95.2,95.2,410.56,2.21,9.42,86.55,2.71,32.83,105.37,1.69,openweather,4.0,14,4,5,0,98.4,89.5,78.1,68.7,90.98750000000001,30.51875,109.61874999999999,355.76,-0.0325203252032521
2024-05-24 15:00:00,90.2,90.2,393.87,2.15,9.0,82.25,2.38,30.16,105.6,1.39,openweather,4.0,15,4,5,0,95.2,90.3,78.4,68.6,90.98333333333333,30.517916666666665,110.01125,357.1508333333333,-0.05252100840336138
2024-05-24 16:00:00,84.3,84.3,383.85,2.32,8.83,67.23,2.29,26.97,108.97,1.22,openweather,4.0,16,4,5,0,90.2,91.8,78.1,68.3,90.67083333333333,30.349999999999998,110.59499999999998,358.4025,-0.06541019955654104
2024-05-24 17:00:00,80.3,80.3,380.52,2.6,9.25,49.35,2.18,24.81,108.45,1.11,openweather,4.0,17,4,5,0,84.3,93.1,78.3,68.5,90.13749999999999,30.0625,111.09000000000002,359.5154166666667,-0.04744958481613282
2024-05-24 18:00:00,82.4,82.4,423.91,2.63,13.37,38.27,2.29,25.95,105.95,1.16,openweather,4.0,18,4,5,0,80.3,93.3,79.4,68.6,89.68333333333334,29.818749999999998,111.19833333333332,361.04541666666665,0.026151930261519407
2024-05-24 19:00:00,86.7,86.7,453.95,0.75,19.02,32.19,2.5,28.25,104.93,1.41,openweather,4.0,19,4,5,0,82.4,90.4,81.3,67.6,89.52916666666668,29.735833333333332,111.06750000000001,363.54875,0.05218446601941751
2024-05-24 20:00:00,89.2,89.2,433.92,0.01,17.65,34.69,2.74,29.6,103.56,1.85,openweather,4.0,20,4,5,0,86.7,88.3,84.2,65.6,89.56666666666666,29.756250000000005,110.80791666666669,366.4691666666667,0.028835063437139485
2024-05-24 21:00:00,89.4,89.4,427.25,0.01,15.77,36.48,3.22,29.71,102.26,2.31,openweather,4.0,21,4,5,0,89.2,88.9,87.2,64.9,89.58749999999999,29.766666666666666,110.35958333333333,369.5291666666667,0.0022421524663678305
2024-05-24 22:00:00,86.1,86.1,373.84,0.0,11.82,38.27,3.13,27.93,98.8,2.09,openweather,3.0,22,4,5,0,89.4,88.4,88.4,65.8,89.49166666666667,29.714166666666667,109.755,371.05916666666667,-0.03691275167785246
2024-05-24 23:00:00,81.9,81.9,343.8,0.0,9.34,37.91,2.98,25.7,95.17,1.87,openweather,3.0,23,4,5,0,86.1,88.2,87.8,67.1,89.22916666666667,29.57375,109.00791666666667,371.47625,-0.04878048780487787
2024-05-25 00:00:00,77.5,77.5,320.43,0.0,7.97,37.19,2.77,23.31,92.06,1.39,openweather,3.0,0,5,5,1,81.9,87.5,85.5,67.7,88.8125,29.350416666666664,108.10166666666667,371.33708333333334,-0.053724053724053755
2024-05-25 01:00:00,74.7,74.7,293.73,0.0,6.68,38.27,2.74,21.82,90.52,0.85,openweather,3.0,1,5,5,1,77.5,86.5,82.9,67.2,88.32083333333333,29.087499999999995,107.1225,371.1979166666667,-0.03612903225806452
2024-05-25 02:00:00,74.0,74.0,260.35,0.0,4.2,41.48,2.56,21.44,90.94,0.61,openweather,3.0,2,5,5,1,74.7,86.1,81.6,67.7,87.81666666666666,28.81625,106.18083333333334,370.50250000000005,-0.009370816599732268
2024-05-25 03:00:00,74.4,74.4,250.34,0.0,3.0,43.99,2.47,21.64,92.62,0.57,openweather,3.0,3,5,5,1,74.0,85.9,81.4,68.4,87.33749999999999,28.55875,105.40916666666668,369.94625,0.005405405405405572
2024-05-25 04:00:00,74.8,74.8,250.34,0.0,2.66,45.78,2.47,21.87,94.1,0.59,openweather,3.0,4,5,5,1,74.4,85.7,81.0,68.7,86.88333333333334,28.31458333333333,104.81833333333333,369.80708333333337,0.005376344086021501
2024-05-25 05:00:00,75.6,75.6,250.34,0.0,2.59,49.35,2.5,22.29,96.34,0.59,openweather,3.0,5,5,5,1,74.8,85.5,81.0,69.3,86.47083333333335,28.091666666666665,104.37375000000002,369.80708333333337,0.010695187165775444
2024-05-25 06:00:00,76.3,76.3,260.35,0.0,3.04,50.78,2.71,22.66,98.26,0.65,openweather,3.0,6,5,5,1,75.6,86.3,81.1,70.1,86.05416666666666,27.867500000000003,103.99916666666667,369.94583333333327,0.0092592592592593
2024-05-25 07:00:00,76.8,76.8,263.69,0.05,3.51,52.93,2.59,22.96,100.65,0.63,openweather,4.0,7,5,5,1,76.3,87.8,81.6,70.9,85.59583333333335,27.6225,103.675,369.2504166666667,0.006553079947575258
2024-05-25 08:00:00,79.1,79.1,310.42,0.6,5.57,55.79,2.59,24.2,102.73,0.97,openweather,4.0,8,5,5,1,76.8,90.7,83.4,71.9,85.1125,27.363333333333333,103.305,367.58125,0.02994791666666674
2024-05-25 09:00:00,82.2,82.2,393.87,2.01,9.25,59.37,2.74,25.84,102.84,1.41,openweather,4.0,9,5,5,1,79.1,94.3,85.0,72.6,84.60833333333333,27.0925,102.74166666666667,364.8,0.03919089759797734
2024-05-25 10:00:00,85.2,85.2,427.25,2.71,10.37,67.23,2.74,27.46,102.61,1.71,openweather,4.0,10,5,5,1,82.2,97.8,85.7,72.8,84.08333333333333,26.81,102.06333333333335,361.18416666666667,0.03649635036496357
2024-05-25 11:00:00,87.8,87.8,407.22,2.12,8.57,76.53,2.56,28.85,103.21,1.79,openweather,4.0,11,5,5,1,85.2,101.8,86.4,73.5,83.5,26.519166666666663,101.3825,357.28999999999996,0.030516431924882514
2024-05-25 12:00:00,89.4,89.4,373.84,1.62,6.94,80.82,2.26,29.73,105.35,1.52,openweather,4.0,12,5,5,1,87.8,101.5,87.2,74.2,82.99583333333334,26.270833333333332,100.91166666666668,354.2304166666667,0.01822323462414599
2024-05-25 13:00:00,89.8,89.8,373.84,1.61,6.94,82.25,2.32,29.95,107.39,1.42,openweather,4.0,13,5,5,1,89.4,98.4,88.5,76.4,82.6375,26.080416666666668,100.77833333333332,352.56166666666667,0.004474272930648615
2024-05-25 14:00:00,89.0,89.0,390.53,1.96,7.97,79.39,2.38,29.5,109.07,1.47,openweather,4.0,14,5,5,1,89.8,95.2,89.5,78.1,82.37916666666666,25.941666666666666,100.9325,351.7270833333334,-0.008908685968819552
2024-05-25 15:00:00,86.5,86.5,390.53,2.24,8.4,72.24,2.26,28.16,108.52,1.41,openweather,4.0,15,5,5,1,89.0,90.2,90.3,78.4,82.22500000000001,25.858333333333334,101.05416666666667,351.5879166666667,-0.028089887640449396
2024-05-25 16:00:00,83.6,83.6,390.53,2.49,9.08,63.66,2.26,26.61,105.67,1.35,openweather,4.0,16,5,5,1,86.5,84.3,91.8,78.1,82.19583333333333,25.843333333333334,100.91666666666667,351.86625000000004,-0.03352601156069368
2024-05-25 17:00:00,82.6,82.6,410.56,2.71,10.97,55.79,2.29,26.05,103.63,1.31,openweather,4.0,17,5,5,1,83.6,80.3,93.1,78.3,82.29166666666667,25.895,100.71583333333332,353.11791666666664,-0.011961722488038284
2024-05-25 18:00:00,84.1,84.1,460.62,2.4,15.94,48.64,2.44,26.86,104.38,1.3,openweather,4.0,18,5,5,1,82.6,82.4,93.3,79.4,82.3625,25.932916666666667,100.65041666666667,354.6475,0.018159806295399594
2024-05-25 19:00:00,85.8,85.8,453.95,0.5,18.85,45.06,2.5,27.8,104.67,1.28,openweather,4.0,19,5,5,1,84.1,86.7,90.4,81.3,82.325,25.914166666666663,100.63958333333333,354.64750000000004,0.02021403091557672
2024-05-25 20:00:00,85.5,85.5,397.21,0.0,14.22,47.92,2.41,27.61,102.73,1.36,openweather,4.0,20,5,5,1,85.8,89.2,88.3,84.2,82.17083333333333,25.831249999999997,100.605,353.11791666666664,-0.0034965034965034336
2024-05-25 21:00:00,83.2,83.2,363.83,0.0,10.8,45.78,2.47,26.4,98.77,1.52,openweather,3.0,21,5,5,1,85.5,89.4,88.9,87.2,81.9125,25.69333333333334,100.45958333333334,350.47541666666666,-0.026900584795321647
2024-05-25 22:00:00,80.6,80.6,323.77,0.0,7.8,43.27,2.21,24.97,95.34,1.38,openweather,3.0,22,5,5,1,83.2,86.1,88.4,88.4,81.68333333333334,25.569999999999997,100.31541666666665,348.38916666666665,-0.03125000000000011
2024-05-25 23:00:00,79.4,79.4,300.41,0.0,6.0,42.56,1.97,24.34,92.65,1.19,openweather,3.0,23,5,5,1,80.6,81.9,88.2,87.8,81.57916666666667,25.513333333333335,100.21041666666666,346.58124999999995,-0.014888337468982438
2024-05-26 00:00:00,78.3,78.3,287.06,0.0,5.14,43.27,1.79,23.77,89.66,0.88,openweather,3.0,0,6,5,1,79.4,77.5,87.5,85.5,81.6125,25.5325,100.11041666666667,345.19083333333333,-0.01385390428211597
2024-05-26 01:00:00,77.2,77.2,270.37,0.0,4.16,45.06,1.76,23.16,85.97,0.53,openweather,3.0,1,6,5,1,78.3,74.7,86.5,82.9,81.71666666666665,25.588333333333335,99.92083333333333,344.2175,-0.01404853128991057
2024-05-26 02:00:00,77.4,77.4,260.35,0.0,2.91,47.21,1.94,23.26,84.03,0.52,openweather,3.0,2,6,5,1,77.2,74.0,86.1,81.6,81.85833333333333,25.66416666666667,99.63291666666667,344.2175,0.002590673575129543
2024-05-26 03:00:00,77.3,77.3,253.68,0.0,2.06,50.07,1.8,23.2,82.57,0.48,openweather,3.0,3,6,5,1,77.4,74.4,85.9,81.4,81.97916666666667,25.729166666666668,99.21416666666666,344.3566666666666,-0.0012919896640828377
2024-05-26 04:00:00,77.5,77.5,250.34,0.0,1.78,53.64,1.71,23.32,83.41,0.41,openweather,3.0,4,6,5,1,77.3,74.8,85.7,81.0,82.09166666666667,25.789583333333336,98.76875,344.3566666666666,0.002587322121604174
2024-05-26 05:00:00,77.6,77.6,247.0,0.0,1.67,54.36,1.65,23.4,83.85,0.35,openweather,3.0,5,6,5,1,77.5,75.6,85.5,81.0,82.175,25.835833333333337,98.24833333333333,344.2175,0.001290322580645098
2024-05-26 06:00:00,77.4,77.4,247.0,0.0,1.95,53.64,1.79,23.27,84.91,0.37,openweather,3.0,6,6,5,1,77.6,76.3,86.3,81.1,82.22083333333333,25.86125,97.69208333333334,343.66124999999994,-0.002577319587628746
2024-05-26 07:00:00,78.1,78.1,257.02,0.03,2.57,53.64,1.91,23.66,89.43,0.46,openweather,3.0,7,6,5,1,77.4,76.8,87.8,81.6,82.27499999999999,25.890416666666667,97.22458333333333,343.3833333333334,0.009043927648578753
2024-05-26 08:00:00,80.3,80.3,297.07,0.39,4.5,55.07,2.15,24.82,97.7,0.82,openweather,3.0,8,6,5,1,78.1,79.1,90.7,83.4,82.325,25.91625,97.015,342.82708333333335,0.028169014084507005
2024-05-26 09:00:00,82.7,82.7,343.8,1.05,6.6,60.8,2.35,26.09,103.59,1.01,openweather,4.0,9,6,5,1,80.3,82.2,94.3,85.0,82.34583333333333,25.926666666666666,97.04624999999999,340.74083333333334,0.029887920298879322
2024-05-26 10:00:00,84.3,84.3,343.8,1.17,6.17,69.38,2.44,27.0,107.48,1.03,openweather,4.0,10,6,5,1,82.7,85.2,97.8,85.7,82.30833333333334,25.907500000000002,97.24916666666665,337.26375,0.019347037484884977
2024-05-26 11:00:00,85.9,85.9,323.77,0.87,4.63,77.96,2.44,27.82,110.34,0.95,openweather,4.0,11,6,5,1,84.3,87.8,101.8,86.4,82.22916666666667,25.864583333333332,97.54625,333.7866666666667,0.018979833926453304
2024-05-26 12:00:00,87.0,87.0,307.08,0.72,3.77,82.25,2.26,28.42,112.85,0.75,openweather,4.0,12,6,5,1,85.9,89.4,101.5,87.2,82.12916666666666,25.810000000000002,97.85874999999999,331.005,0.012805587892898762
2024-05-26 13:00:00,89.5,89.5,307.08,0.77,3.81,81.54,2.24,29.77,121.47,0.69,openweather,4.0,13,6,5,1,87.0,89.8,98.4,88.5,82.11666666666666,25.8025,98.44541666666667,328.22333333333336,0.028735632183908066
2024-05-26 14:00:00,93.8,93.8,313.76,0.91,4.28,80.11,2.12,32.07,135.93,0.66,openweather,4.0,14,6,5,1,89.5,89.0,95.2,89.5,82.31666666666666,25.90958333333333,99.56458333333332,325.0245833333333,0.04804469273743006
2024-05-26 15:00:00,103.7,103.7,317.1,1.01,4.67,77.25,1.94,36.61,158.86,0.61,openweather,4.0,15,6,5,1,93.8,86.5,90.2,90.3,83.03333333333333,26.261666666666667,101.66208333333333,321.965,0.10554371002132212
2024-05-26 16:00:00,118.5,118.5,323.77,1.15,5.36,72.96,1.89,42.61,189.9,0.63,openweather,4.0,16,6,5,1,103.7,83.6,84.3,91.8,84.4875,26.92833333333333,105.17166666666668,319.18333333333334,0.14271938283510122
2024-05-26 17:00:00,121.6,121.6,330.45,1.36,6.51,60.8,1.74,43.88,197.75,0.63,openweather,4.0,17,6,5,1,118.5,82.6,80.3,93.1,86.1125,27.67125,109.09333333333335,315.84541666666667,0.026160337552742607
2024-05-26 18:00:00,112.1,112.1,357.15,1.38,9.42,47.21,1.73,39.99,174.05,0.62,openweather,4.0,18,6,5,1,121.6,84.1,82.4,93.3,87.27916666666665,28.218333333333334,111.99624999999999,311.53416666666664,-0.078125
2024-05-26 19:00:00,106.4,106.4,360.49,0.32,11.65,44.35,1.74,37.71,148.47,0.61,openweather,4.0,19,6,5,1,112.1,85.8,86.7,90.4,88.1375,28.631250000000005,113.82125,307.64,-0.05084745762711851
2024-05-26 20:00:00,104.9,104.9,340.46,0.0,9.25,55.79,1.74,37.1,128.79,0.74,openweather,4.0,20,6,5,1,106.4,85.5,89.2,88.3,88.94583333333334,29.02666666666667,114.90708333333333,305.2754166666667,-0.014097744360902276
2024-05-26 21:00:00,101.1,101.1,333.79,0.0,7.63,69.38,1.89,35.53,116.14,0.93,openweather,4.0,21,6,5,1,104.9,83.2,89.4,88.9,89.69166666666666,29.407083333333333,115.63083333333333,304.02375,-0.03622497616777898
2024-05-26 22:00:00,97.7,97.7,310.42,0.0,5.65,77.25,1.86,34.15,111.32,0.86,openweather,4.0,22,6,5,1,101.1,80.6,86.1,88.4,90.40416666666665,29.789583333333336,116.29666666666668,303.4675,-0.03363006923837775
2024-05-26 23:00:00,97.1,97.1,300.41,0.0,4.58,77.96,1.8,33.83,110.31,0.77,openweather,4.0,23,6,5,1,97.7,79.4,81.9,88.2,91.14166666666665,30.185000000000002,117.03250000000001,303.4675,-0.006141248720573311
2024-05-27 00:00:00,96.2,96.2,287.06,0.0,3.94,76.53,1.64,33.35,107.73,0.49,openweather,4.0,0,0,5,0,97.1,78.3,77.5,87.5,91.8875,30.584166666666665,117.78541666666666,303.46750000000003,-0.009268795056642576
2024-05-27 01:00:00,94.6,94.6,263.69,0.0,3.17,71.53,1.48,32.51,105.84,0.14,openweather,4.0,1,0,5,0,96.2,77.2,74.7,86.5,92.6125,30.97375,118.61333333333334,303.1891666666667,-0.016632016632016744
2024-05-27 02:00:00,94.2,94.2,257.02,0.0,2.68,62.94,1.71,32.3,107.86,0.17,openweather,4.0,2,0,5,0,94.6,77.4,74.0,86.1,93.3125,31.350416666666664,119.60624999999999,303.05041666666665,-0.004228329809725095
2024-05-27 03:00:00,93.5,93.5,247.0,0.0,1.97,56.51,1.62,31.93,108.89,0.14,openweather,4.0,3,0,5,0,94.2,77.3,74.4,85.9,93.9875,31.714166666666667,120.70291666666667,302.77208333333334,-0.007430997876857748
2024-05-27 04:00:00,93.1,93.1,243.66,0.0,1.74,52.93,1.65,31.7,108.69,0.13,openweather,4.0,4,0,5,0,93.5,77.5,74.8,85.7,94.6375,32.06333333333333,121.75625000000001,302.49375,-0.004278074866310266
2024-05-27 05:00:00,91.7,91.7,243.66,0.0,1.71,52.93,1.73,30.96,105.39,0.18,openweather,4.0,5,0,5,0,93.1,77.6,75.6,85.5,95.22500000000001,32.37833333333334,122.65375,302.3545833333333,-0.015037593984962294
2024-05-27 06:00:00,90.6,90.6,253.68,0.0,2.18,53.64,2.0,30.35,102.02,0.3,openweather,4.0,6,0,5,0,91.7,77.4,76.3,86.3,95.77499999999999,32.67333333333333,123.36666666666667,302.63291666666663,-0.01199563794983649
2024-05-27 07:00:00,89.8,89.8,267.03,0.04,3.17,55.79,2.24,29.95,98.32,0.52,openweather,3.0,7,0,5,0,90.6,78.1,76.8,87.8,96.2625,32.93541666666667,123.73708333333333,303.05,-0.008830022075055122
2024-05-27 08:00:00,90.2,90.2,323.77,0.51,5.91,57.94,2.62,30.15,95.39,1.08,openweather,3.0,8,0,5,0,89.8,80.3,79.1,90.7,96.675,33.1575,123.64083333333333,304.1625,0.0044543429844099425
2024-05-27 09:00:00,90.8,90.8,390.53,1.7,9.0,57.94,2.95,30.47,95.27,1.47,openweather,3.0,9,0,5,0,90.2,82.7,82.2,94.3,97.0125,33.339999999999996,123.29416666666668,306.1095833333333,0.006651884700665134
2024-05-27 10:00:00,90.8,90.8,390.53,2.04,8.31,61.51,2.83,30.44,96.72,1.46,openweather,3.0,10,0,5,0,90.8,84.3,85.2,97.8,97.28333333333332,33.48333333333333,122.84583333333335,308.0566666666667,0.0
2024-05-27 11:00:00,91.4,91.4,353.81,1.56,6.08,65.09,2.56,30.77,100.47,1.31,openweather,4.0,11,0,5,0,90.8,85.9,87.8,101.8,97.51249999999999,33.60625,122.43458333333335,309.30833333333334,0.006607929515418665
2024-05-27 12:00:00,91.9,91.9,320.43,1.16,4.5,62.94,2.18,31.04,104.56,0.9,openweather,4.0,12,0,5,0,91.4,87.0,89.4,101.5,97.71666666666665,33.71541666666666,122.08916666666669,309.8645833333333,0.00547045951859948
2024-05-27 13:00:00,92.5,92.5,303.75,1.02,3.98,62.94,2.06,31.4,106.47,0.65,openweather,4.0,13,0,5,0,91.9,89.5,89.8,98.4,97.84166666666665,33.78333333333333,121.46416666666666,309.72583333333336,0.006528835690968293
2024-05-27 14:00:00,92.2,92.2,300.41,1.01,3.98,64.37,1.88,31.21,103.79,0.52,openweather,4.0,14,0,5,0,92.5,93.8,89.0,95.2,97.77499999999999,33.7475,120.125,309.1695833333334,-0.00324324324324321
2024-05-27 15:00:00,90.4,90.4,297.07,0.96,4.07,65.09,1.74,30.23,98.7,0.46,openweather,3.0,15,0,5,0,92.2,103.7,86.5,90.2,97.22083333333332,33.48166666666667,117.61833333333334,308.335,-0.0195227765726681
2024-05-27 16:00:00,88.4,88.4,297.07,1.03,4.46,61.51,1.71,29.15,95.69,0.45,openweather,3.0,16,0,5,0,90.4,118.5,83.6,84.3,95.96666666666665,32.920833333333334,113.69291666666665,307.22249999999997,-0.02212389380530977
2024-05-27 17:00:00,88.9,88.9,303.75,1.13,5.18,53.64,1.62,29.46,99.87,0.4,openweather,3.0,17,0,5,0,88.4,121.6,82.6,80.3,94.60416666666667,32.32,109.61458333333333,306.10999999999996,0.005656108597285048
2024-05-27 18:00:00,93.1,93.1,337.12,1.19,8.05,45.06,1.73,31.67,111.33,0.47,openweather,4.0,18,0,5,0,88.9,112.1,84.1,82.4,93.8125,31.973333333333333,107.00125000000001,305.2754166666667,0.04724409448818889
2024-05-27 19:00:00,98.6,98.6,367.16,0.34,11.82,39.7,2.06,34.66,123.79,0.72,openweather,4.0,19,0,5,0,93.1,106.4,85.8,86.7,93.4875,31.846249999999998,105.97291666666666,305.55333333333334,0.059076262083780806
2024-05-27 20:00:00,107.0,107.0,370.5,0.0,11.48,41.84,2.44,37.92,138.61,1.17,openweather,4.0,20,0,5,0,98.6,104.9,85.5,89.2,93.57499999999999,31.880416666666672,106.38208333333334,306.805,0.0851926977687627
2024-05-27 21:00:00,113.6,113.6,373.84,0.0,10.37,46.49,2.86,40.6,150.12,1.57,openweather,4.0,21,0,5,0,107.0,101.1,83.2,89.4,94.09583333333332,32.09166666666666,107.79791666666667,308.47375,0.06168224299065406
2024-05-27 22:00:00,121.2,121.2,330.45,0.0,7.54,50.07,2.47,43.71,164.42,1.25,openweather,4.0,22,0,5,0,113.6,97.7,80.6,86.1,95.075,32.49,110.01041666666667,309.30833333333334,0.06690140845070425
2024-05-27 23:00:00,130.4,130.4,307.08,0.0,5.83,52.21,2.12,47.44,180.11,0.97,openweather,4.0,23,0,5,0,121.2,97.1,79.4,81.9,96.46250000000002,33.05708333333333,112.91875,309.58625,0.07590759075907583
2024-05-28 00:00:00,136.6,136.6,287.06,0.0,4.84,52.21,1.8,49.94,189.25,0.54,openweather,4.0,0,1,5,0,130.4,96.2,78.3,77.5,98.14583333333333,33.748333333333335,116.31541666666665,309.58625,0.04754601226993849
2024-05-28 01:00:00,137.3,137.3,257.02,0.0,3.51,54.36,1.58,50.24,186.18,0.05,openweather,4.0,1,1,5,0,136.6,94.6,77.2,74.7,99.925,34.48708333333334,119.66291666666666,309.30833333333334,0.005124450951683901
2024-05-28 02:00:00,136.2,136.2,243.66,0.0,2.23,58.65,1.52,49.8,176.64,0.0,openweather,4.0,2,1,5,0,137.3,94.2,77.4,74.0,101.67500000000001,35.216249999999995,122.52875,308.75166666666667,-0.008011653313911293
2024-05-28 03:00:00,133.2,133.2,236.99,0.0,1.48,63.66,1.42,48.56,163.18,0.0,openweather,4.0,3,1,5,0,136.2,93.5,77.3,74.4,103.32916666666667,35.90916666666667,124.79083333333335,308.33458333333334,-0.022026431718061623
2024-05-28 04:00:00,128.9,128.9,233.65,0.0,1.21,70.1,1.36,46.85,150.74,0.0,openweather,4.0,4,1,5,0,133.2,93.1,77.5,74.8,104.82083333333333,36.540416666666665,126.54291666666667,307.9175,-0.03228228228228214
2024-05-28 05:00:00,123.3,123.3,233.65,0.0,1.09,74.39,1.33,44.57,138.64,0.0,openweather,4.0,5,1,5,0,128.9,91.7,77.6,75.6,106.1375,37.107499999999995,127.92833333333333,307.5004166666667,-0.04344453064391007
2024-05-28 06:00:00,116.8,116.8,236.99,0.0,1.27,76.53,1.42,41.91,128.98,0.0,openweather,4.0,6,1,5,0,123.3,90.6,77.4,76.3,107.22916666666667,37.589166666666664,129.05166666666665,306.805,-0.052716950527169515
2024-05-28 07:00:00,110.3,110.3,243.66,0.02,1.8,75.1,1.51,39.27,120.82,0.07,openweather,4.0,7,1,5,0,116.8,89.8,78.1,76.8,108.08333333333333,37.9775,129.98916666666668,305.83125,-0.05565068493150682
2024-05-28 08:00:00,105.6,105.6,280.38,0.28,3.73,71.53,1.74,37.38,114.82,0.46,openweather,4.0,8,1,5,0,110.3,90.2,80.3,79.1,108.72500000000001,38.27875,130.79874999999998,304.0233333333333,-0.04261106074342702
2024-05-28 09:00:00,103.0,103.0,327.11,1.01,6.0,69.38,2.06,36.31,110.58,0.78,openweather,4.0,9,1,5,0,105.6,90.8,82.7,82.2,109.23333333333333,38.522083333333335,131.43666666666667,301.3808333333333,-0.024621212121212044
2024-05-28 10:00:00,99.8,99.8,330.45,1.19,5.65,71.53,2.18,35.27,106.06,0.88,openweather,4.0,10,1,5,0,103.0,90.8,84.3,85.2,109.60833333333335,38.723333333333336,131.82583333333335,298.8775,-0.03106796116504862
2024-05-28 11:00:00,97.1,97.1,310.42,0.92,4.33,75.1,2.21,33.86,100.79,0.89,openweather,4.0,11,1,5,0,99.8,91.4,85.9,87.8,109.84583333333335,38.85208333333333,131.83916666666667,297.06958333333336,-0.02705410821643295
